anchor,n_1to1,agree_1to1,n_not,agree_not,odds_ratio,or_lo,or_hi,fisher_p
ensembl_one2one_both,36701,0.6205008037928121,4010,0.6149625935162095,1.0237306635026713,0.9573871538942105,1.0946715413223773,0.49320063668641223
ncbi_1to1,39299,0.6191506145194534,606,0.6386138613861386,0.9199753669960218,0.778622918886098,1.0869891642674279,0.33262202193154655
