stratum,n,agree,p_agree,wilson_lo,wilson_hi,boot_lo,boot_hi,chance_agree,excess_over_chance
other,15263,9666,0.6332962065124812,0.6256183470953213,0.640906985664263,0.6031024497404758,0.6636005189530686,0.510060327352902,0.12323587915957923
organic_pollutants,13853,8212,0.5927957843066484,0.5845896164457098,0.6009505015992582,0.5415105036267325,0.6777238792451076,0.5031274203142233,0.08966836399242506
heterocyclic_organic,4637,3179,0.6855725684709941,0.6720602246634791,0.6987776967072136,0.6329228246264083,0.7432144354062529,0.5024842839675191,0.18308828450347503
metals_inorganic,4336,2564,0.5913284132841329,0.5766217810695857,0.6058733647819445,0.5354899396755108,0.7013941547165435,0.5030147499353222,0.08831366334881063
solvents_industrial,2673,1649,0.6169098391320613,0.5983251819134171,0.6351589484001313,0.5837631626780507,0.6957844609641858,0.5148287687673313,0.10208107036473002
