disagree_human_rodent,disagree_mouse_rat,human_specific_divergence,hsd_boot_lo,hsd_boot_hi,n_hr,n_mr
0.3800240319772432,0.3384735506539137,0.0415504813233295,-0.010930941652831207,0.10866595109938884,40779,25615
